1	149.8215191934081
2	108.19605363612287
3	93.52341404226851
4	86.16296246651342
5	79.60036214700972
6	75.1256814834873
7	72.04993970719391
8	69.72274730294144
9	65.87595408049972
10	65.04056537891388
11	63.73139787184798
12	60.45032894335115
13	60.60751514188933
14	46.28538400433789
15	45.45783606036051
16	45.97404428199164
17	45.47073076498496
18	45.04478933599425
19	41.75562402292733
20	41.58606085971541
21	41.27508292422705
22	40.45007692937945
23	41.21562273554527
24	41.02095964970662
25	40.59210866765258
26	39.81429854104766
27	39.96738762749299
28	39.845025171849166
29	39.133256721787575
30	39.81030620897899
31	39.64295901675861
32	39.857064179590274
33	39.91973500898491
34	39.699916593100305
35	39.272758319772045
36	39.823180685171586
37	38.6433542787718
38	39.853406771800124
39	39.82872780870708
40	39.334978361645085
