1	149.40574926457612
2	102.74309659106653
3	87.27173250649518
4	76.11695957388199
5	68.3484729767195
6	63.30068475931313
7	58.38340946576021
8	54.76420358622559
9	39.74888467996366
10	39.48515121471644
11	38.661675569618154
12	35.00542698267561
13	34.395011327355704
14	34.130007995504215
15	33.40935051640401
16	33.38247329573871
17	33.33207677220858
18	33.16082752861745
19	32.802343903094496
20	33.08546325727566
21	33.069596815214254
22	33.13442278433711
23	33.19179141956098
24	32.89536969719703
25	33.10520223707924
26	32.66642663987346
27	32.732158034318125
28	32.68726927988792
29	33.330639988037916
30	32.38541672790603
31	32.33179514891495
32	32.59675074823716
33	32.875283190544856
34	32.70878651458105
35	33.041880556450074
36	33.419694405549116
37	32.93660822358063
38	33.190631314908096
39	32.87632802298595
40	32.49149135195091
