1	157.6636854724924
2	120.30629749304593
3	110.46146836675389
4	104.69101804334423
5	99.36496258649862
6	96.02870889238835
7	94.52181028654184
8	93.55315054791085
9	94.16738055477639
10	79.78264364285195
11	77.4751121215865
12	78.27929126831624
13	77.64872794398913
14	76.34648494936172
15	73.64004354428266
16	72.41826134385911
17	71.44647748040562
18	72.89894265236629
19	72.355461581379
20	71.85116553555959
21	72.94778420149599
22	71.96718565893143
23	72.14661726731106
24	71.0193195424305
25	71.15972553428786
26	71.53262687463149
27	71.33332743353178
28	71.89268509880547
29	70.71602699601237
30	71.98878778624656
31	71.56477198546227
32	70.47240563966834
33	70.72953315738486
34	70.57884552345233
35	71.84512209542667
36	71.0180056061456
37	71.72114517558542
38	70.8253541982044
39	70.97458150388498
40	71.46269584850972
