1	Train	3949.8143422474964
1	Train	828.0307276280068
1	Train	553.915484077798
1	Train	513.3256477556467
1	Train	463.93750737001085
1	Train	444.3980826020496
1	Train	412.8546360055492
1	Train	388.32811643090974
1	Train	325.7953043197287
1	Train	296.41201559969835
1	Train	284.4056173179152
1	Train	267.26473119783253
1	Train	255.1356095783994
1	Train	265.63977481506265
1	Train	236.3931933982592
1	Train	204.12205006876516
1	Train	192.24998855297972
1	Train	190.2801822125138
1	Train	172.3747584275798
1	Train	180.35221170607676
1	Train	166.7106094727104
1	Train	171.140597770223
1	Train	157.6636854724924
1	Validation	182.615539904889
2	Train	273.46314475124615
2	Train	156.95013366342477
2	Train	152.93791619361033
2	Train	154.5670385510146
2	Train	144.7756701446086
2	Train	144.93875910207055
2	Train	148.7644180648412
2	Train	146.47987209736814
2	Train	138.31129723377123
2	Train	140.80042926944057
2	Train	136.59781074585547
2	Train	144.89752572700033
2	Train	131.1888812532296
2	Train	134.94797010024647
2	Train	137.86464800280987
2	Train	122.02646965815173
2	Train	123.62713851501401
2	Train	126.32141417305286
2	Train	123.58652273408019
2	Train	128.2775788601306
2	Train	121.34482011044689
2	Train	126.6062234590828
2	Train	120.30629749304593
2	Validation	128.101395597081
3	Train	205.46958604945007
3	Train	125.16219336242794
3	Train	121.12151757814979
3	Train	124.81312960418047
3	Train	119.21386051129515
3	Train	122.04219273222705
3	Train	120.36717302315189
3	Train	124.4844778440652
3	Train	116.00970362751744
3	Train	116.44983116662475
3	Train	116.24942698693458
3	Train	127.7201323326253
3	Train	111.52568284501913
3	Train	117.29822009680271
3	Train	119.94539073155617
3	Train	105.33907761789152
3	Train	112.22730925485325
3	Train	112.54040160613523
3	Train	112.15987493508139
3	Train	112.27774161630644
3	Train	110.43127029442549
3	Train	114.2217437560333
3	Train	110.46146836675389
3	Validation	115.97240188392463
4	Train	182.29897166443618
4	Train	113.1762191933862
4	Train	110.49451980650305
4	Train	112.51548842642401
4	Train	110.31781960122728
4	Train	113.64631931531899
4	Train	111.23543473266427
4	Train	114.57563365105005
4	Train	107.99513004773212
4	Train	107.89815497829657
4	Train	106.33227397727488
4	Train	115.62872117307697
4	Train	106.00963309755618
4	Train	112.32473121625796
4	Train	111.16240508727518
4	Train	98.73984617810683
4	Train	105.49561879633728
4	Train	105.48979372720443
4	Train	105.42699597120198
4	Train	106.58836419520982
4	Train	104.9634339566708
4	Train	106.37713547057818
4	Train	104.69101804334423
4	Validation	112.20752202375859
5	Train	171.83237239972556
5	Train	106.40098883781874
5	Train	104.6528906662883
5	Train	106.60934185753564
5	Train	103.7049971402985
5	Train	109.90309027103403
5	Train	104.71588143795073
5	Train	109.6215393521951
5	Train	101.82540589618542
5	Train	102.43213262280737
5	Train	100.91139350979766
5	Train	111.02899397731288
5	Train	100.05120797082753
5	Train	104.99438472188675
5	Train	106.47474386425083
5	Train	94.93947053649835
5	Train	100.28458644847615
5	Train	102.82422460875806
5	Train	101.5037776413025
5	Train	100.65979393818657
5	Train	98.24889515379316
5	Train	104.20658492101876
5	Train	99.36496258649862
5	Validation	108.39786827936213
6	Train	164.41322087407116
6	Train	105.98435133674171
6	Train	99.3206239534586
6	Train	104.38656673170624
6	Train	101.8824535602228
6	Train	106.25663147041305
6	Train	101.36073807636906
6	Train	105.46745218775357
6	Train	99.57533824868531
6	Train	99.5363163327797
6	Train	100.2771747127112
6	Train	109.20971924226971
6	Train	96.77698892943202
6	Train	103.43033817287284
6	Train	101.57261719301744
6	Train	91.32021335928744
6	Train	99.70252188424455
6	Train	98.77689318686835
6	Train	99.16301744026195
6	Train	99.63052671598926
6	Train	96.898819437043
6	Train	98.90966914469169
6	Train	96.02870889238835
6	Validation	105.8807346238833
7	Train	161.28883809307428
7	Train	101.15586549024812
7	Train	100.33273302771971
7	Train	101.76266415619267
7	Train	99.59654562015854
7	Train	104.63651897383043
7	Train	98.27795502918497
7	Train	104.98135355280543
7	Train	96.68325930476088
7	Train	96.04448486263271
7	Train	97.11171128017791
7	Train	105.38338440550632
7	Train	95.0240149126034
7	Train	100.7264232629596
7	Train	100.44048403198914
7	Train	91.06232661360984
7	Train	94.47327622625245
7	Train	96.65335745160725
7	Train	96.3015144473379
7	Train	96.61260128849375
7	Train	96.0376521068707
7	Train	98.86908830070212
7	Train	94.52181028654184
7	Validation	104.63614091912015
8	Train	156.30978328943885
8	Train	100.5073468016792
8	Train	98.01462208757472
8	Train	97.93034476804561
8	Train	97.366141505729
8	Train	100.8051080743009
8	Train	95.47792902434335
8	Train	101.1876765679702
8	Train	95.58689275328251
8	Train	95.93769394447867
8	Train	94.27997349345002
8	Train	103.05352546816195
8	Train	93.36072438451765
8	Train	99.46223578808664
8	Train	97.99623279791638
8	Train	88.77954063558623
8	Train	93.78399523971835
8	Train	95.0718073569183
8	Train	94.85290723696049
8	Train	96.66261234746263
8	Train	92.95369262942137
8	Train	97.4668675998093
8	Train	93.55315054791085
8	Validation	103.16126116704558
9	Train	152.7104746403622
9	Train	95.3756791392916
9	Train	98.50054623884937
9	Train	96.52606817993038
9	Train	94.7908185674291
9	Train	98.48737239377422
9	Train	95.57990113174793
9	Train	100.94361866920593
9	Train	93.77676881563076
9	Train	93.20503736918984
9	Train	93.53386333732308
9	Train	102.97385160833691
9	Train	92.85242368472012
9	Train	96.80525339580299
9	Train	97.96565860475026
9	Train	86.64585143946404
9	Train	93.82273049166353
9	Train	93.76495105599851
9	Train	94.35634002359508
9	Train	94.05637070915806
9	Train	92.3376568604116
9	Train	95.03433731474568
9	Train	94.16738055477639
